Domain ID,Our Fast Pagerank Value,Numpy Pagerank Value,Scipy Pagerank Value
143.0,0.00217154125055015,0.00217154125009677,0.0021696117427577903
144.0,0.0020083471207704463,0.002008347122865875,0.0019935964134045673
145.0,0.0018691346535993135,0.0018691346528446977,0.0018743269864277888
146.0,0.002079027395079293,0.002079027395149997,0.0020736486149609767
147.0,0.0020611343085033228,0.0020611343086795572,0.002064928479398157
148.0,0.0022273408964792163,0.002227340895249751,0.0022183898029073377
149.0,0.0020640298821641384,0.0020640298825402694,0.0020595539898664848
150.0,0.002087378508070514,0.002087378508753014,0.0020859514025140637
151.0,0.0020034863294491373,0.0020034863300153897,0.00201409559101757
152.0,0.002151039005799536,0.00215103900493465,0.002158266840144718
153.0,0.0019420652307726195,0.0019420652287634311,0.001953651684305314
154.0,0.002269686884086931,0.0022696868835327187,0.0022618989573440747
155.0,0.0019479806002852353,0.001947980600352023,0.0019459741037846068
156.0,0.002201077930961722,0.0022010779337419627,0.002205567232379059
157.0,0.0019884135943929212,0.0019884135942112927,0.001976343462016033
158.0,0.002150164737640044,0.0021501647384260672,0.002143513382593371
159.0,0.00209004622604788,0.0020900462267590403,0.0020857984098082726
160.0,0.002029352156346837,0.0020293521578028315,0.0020439329536929567
161.0,0.0018994903337469055,0.001899490333200515,0.0019115486757751519
162.0,0.002209943752623689,0.0022099437509293367,0.002210532839644824
163.0,0.002166243388582015,0.0021662433867541283,0.002185009221020538
164.0,0.0018351278623661494,0.001835127862527655,0.0018410882024333278
165.0,0.0018274093056393976,0.001827409306352834,0.0018374125038192013
166.0,0.002095814585018815,0.0020958145856323517,0.0020853407540719236
167.0,0.0019915073824750542,0.0019915073828231733,0.00199697823782065
168.0,0.0019515131970963937,0.0019515131952926544,0.0019713074324390063
169.0,0.0019393328564995087,0.0019393328567120314,0.0019442010955179798
170.0,0.002251714258186281,0.0022517142586298833,0.002249941848898923
171.0,0.0018644566934696038,0.0018644566934989512,0.0018705513844259592
172.0,0.0017242608333706063,0.0017242608323549862,0.0017357910781117714
173.0,0.001976511638702183,0.001976511636525497,0.001958448062043538
174.0,0.0021444365490664854,0.002144436549025846,0.002151609396535362
175.0,0.0018426420377153025,0.0018426420385808198,0.0018408867896144228
176.0,0.0019516645796289142,0.001951664577358672,0.0019520652310339951
177.0,0.0019803338514568503,0.0019803338525088195,0.0019895621791234394
178.0,0.0021313217503935505,0.0021313217494849596,0.002139706217600311
179.0,0.0021739103061455393,0.002173910304282971,0.002177621023600172
180.0,0.0019115588521848453,0.0019115588518625762,0.0019156372928532867
181.0,0.0018092724516334227,0.001809272451270674,0.0018081119316388666
182.0,0.0021505388594128313,0.002150538860496214,0.0021598531304770807
183.0,0.002024651355237589,0.0020246513564446946,0.0020198676433139636
184.0,0.0019634364148383996,0.0019634364150685002,0.0019834397595626867
185.0,0.0017356454503467558,0.0017356454493586062,0.0017336324577219
186.0,0.0020459537255247085,0.002045953726155011,0.002038633871087401
187.0,0.002171783172262535,0.00217178317176146,0.0021732748211998718
188.0,0.001989561743652652,0.0019895617428132683,0.001984104157724072
189.0,0.0020881216982777807,0.0020881216986915574,0.0020958255782674144
190.0,0.0019644192976213536,0.0019644192985657574,0.0019554376779859894
191.0,0.0020906238615513266,0.0020906238612570594,0.0021086803444909778
192.0,0.0019878837347404765,0.0019878837352535926,0.0019926506847614055
193.0,0.00224767804047862,0.0022476780412439613,0.002250590882728881
194.0,0.0019516041236983246,0.0019516041239777528,0.0019292035920651534
195.0,0.0018898550972039963,0.001889855097151156,0.001879727059975533
196.0,0.0019421220233406518,0.001942122022414605,0.0019434199622696997
197.0,0.0019677838152136902,0.001967783815146879,0.0019866575456052586
198.0,0.002153267239350047,0.002153267239276428,0.0021441483482275234
199.0,0.0022611570316003523,0.0022611570338765116,0.0022625964031481854
200.0,0.002077711207181555,0.0020777112075908697,0.00208066299021947
201.0,0.0019677353253119375,0.001967735325369127,0.0019699402880534135
202.0,0.0018220935424327477,0.0018220935395579108,0.0018240988569865001
203.0,0.001957714148227977,0.001957714149922454,0.0019496434992946794
204.0,0.0019645246786770395,0.0019645246795854726,0.0019574340111668275
205.0,0.0020504555648714895,0.0020504555662764624,0.0020474458289214564
206.0,0.002114552266105959,0.002114552267380535,0.0021172162737110654
207.0,0.0018575170302647039,0.0018575170287160616,0.0018605288497025242
208.0,0.001946583005293572,0.0019465830051773284,0.0019440884108614521
209.0,0.0019372075693906404,0.0019372075685509334,0.0019332878841283037
210.0,0.0021342108124320605,0.0021342108148953236,0.002138748941557988
211.0,0.0019224407274471694,0.0019224407269257773,0.001913497567429247
212.0,0.0022011906948807038,0.0022011906957323146,0.002197850360115981
213.0,0.0019171765517691066,0.001917176551365087,0.0019259078750936353
214.0,0.0018735820609629048,0.0018735820609960716,0.0018884244726895326
215.0,0.0018985414244193162,0.001898541423233475,0.0018894636533387517
216.0,0.0019304152353558758,0.0019304152348789425,0.0019231690594405568
217.0,0.0020145122303223788,0.0020145122297881663,0.002005956334920615
218.0,0.0019293352600616566,0.0019293352606295539,0.0019119581061635181
219.0,0.002180110315449466,0.002180110317052776,0.0021754160436487885
220.0,0.002112542634377557,0.002112542633529241,0.0021144877372048913
221.0,0.0019291525162319024,0.0019291525148254073,0.0019260582895190307
222.0,0.0020328368329963886,0.0020328368343001894,0.002023402767361596
223.0,0.0019161714792670765,0.0019161714786580996,0.001922541461565912
224.0,0.002152515899067853,0.0021525158985617535,0.002172830863684826
225.0,0.0019623142105662677,0.0019623142103024818,0.0019618936577690906
226.0,0.0017412743231086589,0.0017412743231100857,0.0017388626528054936
227.0,0.0018974681137868667,0.0018974681153014151,0.0018941646351879966
228.0,0.0018746276680783902,0.0018746276679175579,0.0018749015767776911
229.0,0.002081224993017395,0.00208122499286545,0.0020752065355660225
230.0,0.001788171851331311,0.0017881718512332808,0.0017803492097040068
231.0,0.0017775900470750929,0.00177759004643444,0.0017732878802367296
232.0,0.0017239028043559272,0.0017239028043094652,0.0017201847837165175
233.0,0.001917615537319632,0.0019176155372812342,0.0019126656684727164
234.0,0.0019321438555133263,0.0019321438553903004,0.0019224107442376214
235.0,0.001995810597295047,0.0019958105969233725,0.002000999622602778
236.0,0.0020124221285280617,0.0020124221292278717,0.0020088200204230818
237.0,0.0019382192181240916,0.001938219218322026,0.0019371205825082188
238.0,0.0020912776079069833,0.0020912776085277606,0.002092521614092634
239.0,0.0018774801125335712,0.0018774801132540014,0.0018600141564211565
240.0,0.002298637998173469,0.00229863799953476,0.00229135867896173
241.0,0.0021368407142398327,0.002136840714043751,0.0021373924287769494
242.0,0.001727957779090269,0.001727957777174852,0.0017387766666730775
243.0,0.001926892190816247,0.001926892192215929,0.0019222604027897636
244.0,0.0019181106729401652,0.001918110674578339,0.0019375793903601288
245.0,0.002064934772397468,0.002064934769615478,0.002066998568670058
246.0,0.0022176473605340667,0.002217647360746292,0.0022178495566753786
247.0,0.0021512072955113177,0.0021512072946038687,0.0021511665892596675
248.0,0.002143758473833362,0.0021437584725010417,0.002124617910344995
249.0,0.0018720150777585376,0.0018720150784995615,0.0018665972180076616
250.0,0.0019680966162064517,0.001968096615544237,0.0019778565573263093
251.0,0.0019390474902054144,0.0019390474903100054,0.001943335698736595
252.0,0.0019594453385744655,0.0019594453395653843,0.001957067615283124
253.0,0.0019968263424165757,0.001996826345178064,0.0019961248230886616
254.0,0.001836520355007739,0.0018365203551722316,0.0018368633656891077
255.0,0.001932458492814516,0.0019324584940483911,0.0019304976692284897
256.0,0.00185352666935,0.0018535266693267352,0.0018537008310339216
257.0,0.001953854915780872,0.0019538549153919997,0.0019504044531442341
258.0,0.0019835504022916455,0.0019835504006049634,0.0019869078686946327
259.0,0.002146469158148935,0.002146469161066574,0.0021458649910435323
260.0,0.0019487916295823767,0.001948791628008935,0.0019456401256148274
261.0,0.0022277324246888935,0.00222773242370244,0.0022330455577860087
262.0,0.001970829361348512,0.001970829359743068,0.001969596046212047
263.0,0.002171884633917843,0.002171884633594181,0.0021563173835056366
264.0,0.0017740928232425415,0.001774092823817202,0.0017875156977746717
265.0,0.0019093706513465152,0.0019093706515596151,0.0018993013393233476
266.0,0.0019128304758671453,0.0019128304740680347,0.001908265512643508
267.0,0.0020192429294295013,0.0020192429295964468,0.0020264091904993037
268.0,0.0020591229823154773,0.0020591229846201437,0.00206853708715307
269.0,0.002026219442298701,0.002026219440554217,0.0020283252586506526
270.0,0.0019470277838191568,0.0019470277832088956,0.0019459086330456043
271.0,0.0020608290225098205,0.0020608290210859474,0.002075025987471067
272.0,0.0018857778619125961,0.0018857778600234667,0.0018905673012717707
273.0,0.0017877221265691285,0.0017877221262981142,0.0017853725699464558
274.0,0.0017261797584900514,0.0017261797587760548,0.001738585962441815
275.0,0.0018010302048876866,0.0018010302055528017,0.0018028365394689083
276.0,0.00204534939253386,0.0020453493934362394,0.0020488628231706864
277.0,0.0019033002369135052,0.001903300237012833,0.0019010919934440507
278.0,0.0019578813602236255,0.0019578813607797458,0.0019539874394478947
279.0,0.0020055315516807515,0.002005531551173708,0.0020131701105890795
280.0,0.00216698666160019,0.0021669866622049975,0.0021477933168807402
281.0,0.0019839830982560187,0.0019839830984102655,0.0019877965957281352
282.0,0.0017613910072066003,0.001761391007185299,0.001749317526185379
283.0,0.002027236314571702,0.002027236315643027,0.0020216133858694347
284.0,0.0019528419024392365,0.001952841902244847,0.0019655369066030083
285.0,0.002071352178515369,0.0020713521771260237,0.002045973096396068
286.0,0.0017551117129380146,0.0017551117156198832,0.001755584663429336
287.0,0.0020476244615540685,0.002047624462713314,0.0020308677828188458
288.0,0.002064537539182903,0.00206453753885656,0.0020645077870808286
289.0,0.001856707746728406,0.0018567077461298953,0.0018621745411786148
290.0,0.002109196318558089,0.0021091963196927356,0.0021023041656220947
291.0,0.001970264076437202,0.001970264077229918,0.0019652647901573545
292.0,0.001862363544644305,0.0018623635439164613,0.0018566272191610643
293.0,0.0019156691375333686,0.0019156691381929567,0.001914870582996317
294.0,0.0022619460904189266,0.00226194609049301,0.002270487061771444
295.0,0.002117148642355033,0.0021171486420645974,0.002118105059890302
296.0,0.0019498440394318235,0.0019498440387254084,0.0019517250904665445
297.0,0.0021743921314973567,0.002174392130632105,0.002176341183342366
298.0,0.0018079040231321747,0.0018079040232349371,0.001812932771670254
299.0,0.002012040137376856,0.002012040138222773,0.0020101899588488934
300.0,0.002009888518807455,0.002009888519101835,0.002023020795745964
301.0,0.0018770937537003092,0.0018770937560660885,0.0018751631436625489
302.0,0.002115567037639261,0.0021155670366739946,0.0021051766238341595
303.0,0.002307021630205538,0.0023070216309356547,0.0023178257120885764
304.0,0.001929387833006447,0.0019293878336901083,0.0019441821917925576
305.0,0.002066257218635395,0.0020662572187803174,0.0020668137073602644
306.0,0.0019156375815054735,0.001915637581771273,0.00190278575061432
307.0,0.0021239704634708066,0.002123970462185293,0.00211549682815108
308.0,0.0020585496834743455,0.002058549685039617,0.0020518337485009278
309.0,0.002038867995570742,0.002038867994135655,0.002036955851093178
310.0,0.0019480570434597666,0.0019480570414954846,0.0019486982298542403
311.0,0.0018759600117575703,0.00187596001304429,0.0018967814264443188
312.0,0.0022224212456830547,0.002222421246752993,0.002190347537547849
313.0,0.0021408097516060626,0.0021408097501191734,0.0021390063285678888
314.0,0.0021677915497395933,0.0021677915493260673,0.0021780695258559178
315.0,0.002062210583748726,0.0020622105843921485,0.00206247720693423
316.0,0.0019189230169616603,0.0019189230170339414,0.0019238353593323092
317.0,0.001875801773041727,0.0018758017757334869,0.001874201494943936
318.0,0.0020849379499028346,0.002084937950342027,0.002078244760713581
319.0,0.002220904148945987,0.0022209041480721874,0.0022115788034790854
320.0,0.0021446050680458207,0.0021446050680225754,0.002140516556766126
321.0,0.001984208592802701,0.0019842085943968663,0.001972988658347944
322.0,0.0020220764900226755,0.0020220764913599747,0.002020401613407175
323.0,0.0018093067233145186,0.001809306725302347,0.0017999199269307905
324.0,0.002009794170751095,0.002009794170948195,0.002007797324024858
325.0,0.0020221360864844068,0.0020221360885378124,0.0020273928491701624
326.0,0.002047927714226544,0.002047927714467492,0.0020546350794278484
327.0,0.0017706882401282837,0.0017706882397033395,0.0017807917977013294
328.0,0.0019545373345362105,0.0019545373334998494,0.0019604389503141044
329.0,0.0020489964468051666,0.0020489964474037434,0.0020621944758308286
330.0,0.0019415981717678594,0.0019415981711623056,0.0019343629808120139
331.0,0.0018467310106860743,0.0018467310100706421,0.0018495103244217715
332.0,0.002067070263870799,0.00206707026276234,0.0020693601843245306
333.0,0.0019723364878120116,0.0019723364872108657,0.001965348109194763
334.0,0.0018636250948404858,0.0018636250946569342,0.0018595239101408573
335.0,0.0018122749364059723,0.0018122749370898556,0.0018236018227884435
336.0,0.002109620220920766,0.002109620221809035,0.0021111794899381416
337.0,0.0018256582120014602,0.0018256582138314898,0.0018326442266405544
338.0,0.0022038315773366592,0.002203831578582487,0.002199096035097337
339.0,0.0019457497379425028,0.0019457497375631046,0.001956639006358246
340.0,0.002094115977362229,0.0020941159758548337,0.0020971732553093938
341.0,0.0018053617903651083,0.0018053617906631553,0.0018170630462824335
342.0,0.001999358373153153,0.00199935837309664,0.0020070156368665855
343.0,0.0019113133177720528,0.001911313317839179,0.0018996631870715967
344.0,0.0018687786425577932,0.0018687786419612797,0.0018575268613279174
345.0,0.0017430695463721505,0.0017430695450305841,0.001738694208498954
346.0,0.001970951436073262,0.0019709514365324776,0.001961186048723229
347.0,0.0021187781707112997,0.0021187781711952632,0.0021296383336987445
348.0,0.0018675786344768334,0.0018675786355199701,0.001870419369088701
349.0,0.002067342616275774,0.0020673426154641152,0.0020549257250703575
350.0,0.001834864202766811,0.0018348642014105391,0.0018309480780099151
351.0,0.0021849813448656654,0.0021849813454939875,0.002185474316956506
352.0,0.0018872113042668944,0.0018872113021397249,0.0018810619249748886
353.0,0.002239093117064088,0.0022390931153428786,0.0022510868548001853
354.0,0.002084418326184498,0.0020844183245435277,0.0020826095205273547
355.0,0.0019303366422765136,0.0019303366411813608,0.0019240717643471948
356.0,0.002310308518830575,0.0023103085209705628,0.0022985182601192346
357.0,0.002251273194404092,0.002251273196207685,0.0022575684822517196
358.0,0.0019183789362257715,0.0019183789333038685,0.0019178147713145841
359.0,0.0020653062617221824,0.002065306262616486,0.002066806038860892
360.0,0.0019879594121287236,0.0019879594124178174,0.0019878774635025006
361.0,0.0020591250394965343,0.002059125040207087,0.0020405625671450094
362.0,0.002060672842873739,0.002060672841014946,0.0020528796490098303
363.0,0.0018546919609842556,0.0018546919593440223,0.0018370746594331315
364.0,0.0017652523988538344,0.0017652523997272911,0.0017641928019270317
365.0,0.0018638976404871347,0.0018638976384882636,0.0018557623249168547
366.0,0.0019210404643176453,0.0019210404648361539,0.001927247881710851
367.0,0.0020491293129063144,0.0020491293143939686,0.0020593860440471126
368.0,0.0020334658575330263,0.002033465857041269,0.002036009389187599
369.0,0.0018689491523676898,0.0018689491505894623,0.0018513565971438484
370.0,0.0022051089416724318,0.002205108942207526,0.0022009444477220762
