Domain ID,Our Fast PR Value,NetworkX Numpy PR Value,NetworkX Scipy PR Value,IGraph PR Value
102.0,0.0018524937190512315,0.0018524937172963512,0.0018436029170215964,0.00185249371729729
103.0,0.0018065024136897346,0.0018065024139401786,0.0018020932757795405,0.0018065024139410613
104.0,0.0019640159604417035,0.001964015957722687,0.0019557517641837826,0.0019640159577234773
105.0,0.0019387011248262265,0.0019387011239796364,0.0019501631054575303,0.0019387011239805105
106.0,0.0020042802962011814,0.00200428029624399,0.0020054531498129974,0.002004280296244844
107.0,0.0021643818183201993,0.0021643818191878863,0.0021685526697004824,0.002164381819188643
108.0,0.0017933625510256036,0.0017933625523505886,0.0018146271967129104,0.0017933625523515156
109.0,0.0022172816395959524,0.0022172816394265666,0.0022204534528874656,0.002217281639427257
110.0,0.0020459546428847645,0.0020459546409639694,0.0020344326361594932,0.002045954640964799
111.0,0.0021109538662057834,0.0021109538644850717,0.0021078115782258325,0.0021109538644858337
112.0,0.0018853547063566241,0.0018853547068716254,0.001885018235618334,0.001885354706872396
113.0,0.0021651878463713444,0.0021651878470874217,0.002166613466334341,0.002165187847088143
114.0,0.0018285147921945678,0.0018285147932676565,0.0018424313852596621,0.0018285147932685752
115.0,0.0019360889778266518,0.0019360889779101742,0.001959981461453483,0.0019360889779108852
116.0,0.0019420979455565758,0.001942097947524928,0.00194882447838198,0.0019420979475259286
117.0,0.001996234085351716,0.001996234086559903,0.002006660910070183,0.0019962340865606627
118.0,0.0020256806941881212,0.002025680693309973,0.002006027579583491,0.002025680693310662
119.0,0.0019589998846625215,0.0019589998864861483,0.0019458071072009139,0.0019589998864870113
120.0,0.002008047885283813,0.0020080478837580804,0.0020046847533074148,0.002008047883758823
121.0,0.002334830258327473,0.0023348302565418242,0.002348533577008101,0.0023348302565425125
122.0,0.0017296081300949926,0.001729608130382282,0.0017284985982616405,0.0017296081303830927
123.0,0.0019237280882144232,0.0019237280904564247,0.0019296173910641097,0.0019237280904572493
124.0,0.00199183443241722,0.001991834432396636,0.0020040173771162305,0.0019918344323974248
125.0,0.001954322061583097,0.0019543220608835,0.001965507413606735,0.001954322060884288
126.0,0.0019447497714389678,0.0019447497705395672,0.0019525594320410847,0.0019447497705403544
127.0,0.0019434450418631766,0.0019434450425654315,0.0019392129762984475,0.0019434450425661648
128.0,0.002122274675620731,0.002122274674247636,0.002124910532545734,0.002122274674248312
129.0,0.001947234401073496,0.0019472343998001196,0.001955519140583335,0.0019472343998008315
130.0,0.002107411628028755,0.0021074116287402816,0.0020950174587414626,0.002107411628740899
131.0,0.0020602012326094723,0.002060201233573934,0.0020508651804218253,0.0020602012335746355
132.0,0.002050539457184018,0.002050539458122041,0.002032306043470164,0.0020505394581225825
133.0,0.0019239847043192773,0.0019239847032111936,0.0019161935605859388,0.0019239847032118751
134.0,0.0019526122468151552,0.0019526122456630668,0.0019573828738801593,0.0019526122456638918
135.0,0.0020014931863571042,0.002001493185455561,0.0019865096914852593,0.0020014931854564033
136.0,0.0020387782502321347,0.00203877825023176,0.00202533069388494,0.002038778250232452
137.0,0.0018532225032280637,0.0018532225037630687,0.0018775555132466894,0.0018532225037638454
138.0,0.002039619867588327,0.002039619866746716,0.002031386292939355,0.002039619866747431
139.0,0.0019503941822150842,0.0019503941827100737,0.0019606782982165326,0.0019503941827108135
140.0,0.002143330957958642,0.002143330960126806,0.0021264738153111023,0.0021433309601274035
141.0,0.001992381170216164,0.0019923811692790627,0.0019987226498535556,0.0019923811692797084
142.0,0.0018405165133218878,0.0018405165152243432,0.0018412492101878108,0.0018405165152250093
143.0,0.002152385689722475,0.0021523856907131175,0.0021392565736144172,0.002152385690713771
144.0,0.0020041392675017138,0.0020041392688520767,0.0020197570459073496,0.0020041392688527416
145.0,0.0016703566381001658,0.001670356639059475,0.0016602441204092802,0.001670356639060301
146.0,0.002199955280647205,0.0021999552799168982,0.002193696873453882,0.0021999552799174143
147.0,0.0019353837072224405,0.0019353837085021774,0.00193986800429158,0.001935383708502844
148.0,0.002035417467434568,0.002035417468356088,0.002026141288666648,0.0020354174683565912
149.0,0.001856993844452618,0.0018569938457039306,0.0018504598659193627,0.001856993845704631
150.0,0.002086636874254954,0.002086636872830329,0.002088581451950281,0.002086636872830937
151.0,0.0022369032190934055,0.002236903218713578,0.0022252670508957437,0.002236903218714156
152.0,0.0018462304774246518,0.0018462304771031982,0.00184273203453193,0.0018462304771037744
153.0,0.0018861310764918442,0.0018861310759143999,0.0019042994730181706,0.001886131075915059
154.0,0.001951559286070811,0.001951559285781562,0.00195551386463498,0.0019515592857820565
155.0,0.002189869178752975,0.00218986918014202,0.0022038944700156033,0.0021898691801425347
156.0,0.0021000290701462276,0.0021000290701371324,0.002100802172564201,0.0021000290701375978
157.0,0.001875373887717696,0.001875373886762834,0.0018773168801945895,0.0018753738867634644
158.0,0.0020810525748496582,0.002081052574323247,0.0020971671316036182,0.0020810525743237894
159.0,0.0016883312730210077,0.0016883312739773386,0.0016956913609966744,0.0016883312739780546
160.0,0.0019529448085486001,0.0019529448097315993,0.0019391441002727869,0.0019529448097321796
161.0,0.0020135618155687663,0.002013561813567956,0.0020148642681283436,0.0020135618135685893
162.0,0.00198982578937289,0.0019898257909336677,0.002002987742157902,0.0019898257909343165
163.0,0.0019637737002700596,0.0019637737028129656,0.0019538258259707173,0.001963773702813473
164.0,0.001999968743163659,0.001999968743765294,0.0019959749176934223,0.0019999687437659195
165.0,0.0021094747234086117,0.0021094747253202714,0.0021026618448988328,0.0021094747253207857
166.0,0.00211849284115494,0.002118492840642002,0.002118807682963377,0.0021184928406425617
167.0,0.002050157911862041,0.00205015790986685,0.002053160034558791,0.00205015790986733
168.0,0.0019046389268980233,0.0019046389264430234,0.001915762433751387,0.0019046389264434406
169.0,0.0022015293329863263,0.002201529332360443,0.002192293810126875,0.0022015293323607915
170.0,0.0019202436900982653,0.0019202436904596197,0.0019233907798888684,0.00192024369046023
171.0,0.0018894973030803236,0.0018894973025142534,0.0019008547679218411,0.001889497302514705
172.0,0.0019663240704829274,0.001966324070387119,0.0019670199706689736,0.0019663240703876143
173.0,0.0019034554811397074,0.0019034554815294414,0.0018938055054557685,0.0019034554815300236
174.0,0.0022946797616743564,0.0022946797600820216,0.0022932556012208805,0.0022946797600822575
175.0,0.0022051380764761537,0.0022051380756164182,0.002219726195749332,0.0022051380756167955
176.0,0.001987077534783344,0.0019870775334415685,0.001988013833078647,0.0019870775334418543
177.0,0.002222509912993885,0.002222509912878405,0.002228133287905645,0.0022225099128786964
178.0,0.0019748292062397098,0.0019748292064638213,0.0019698469476419683,0.001974829206464231
179.0,0.0017532063845913457,0.0017532063856582878,0.0017815324587586866,0.0017532063856589557
180.0,0.002298386516458838,0.002298386516303635,0.002289803722568263,0.002298386516303836
181.0,0.002061307560486941,0.0020613075584093345,0.00206423313275277,0.002061307558409881
182.0,0.001852557926887114,0.0018525579288880142,0.0018638230093346955,0.0018525579288885638
183.0,0.002018989275484207,0.0020189892741392787,0.0019959541839344955,0.0020189892741398156
184.0,0.0018977862635498068,0.0018977862613269972,0.001886561813719038,0.0018977862613274853
185.0,0.002047172100744845,0.00204717209937224,0.0020437710525951485,0.0020471720993727495
186.0,0.0021301690594896436,0.002130169057008979,0.0021274821047989863,0.0021301690570094413
187.0,0.0020559098770171523,0.002055909876533625,0.00204377851394287,0.0020559098765340453
188.0,0.0019139259338006541,0.0019139259352246943,0.0019152384024401386,0.0019139259352251488
189.0,0.001884566059166779,0.0018845660575892253,0.0018767054042626349,0.0018845660575896313
190.0,0.0020859956622272533,0.002085995662377676,0.002084399723176396,0.0020859956623779617
191.0,0.00211742562771525,0.002117425627926783,0.0021141957275637984,0.002117425627927134
192.0,0.002216506723397613,0.002216506723058352,0.002213818132254248,0.0022165067230585657
193.0,0.0019444532653862742,0.001944453266057612,0.0019344577675023066,0.001944453266058071
194.0,0.0020535817434502966,0.002053581743726137,0.0020619608848976203,0.002053581743726504
195.0,0.0019547414147882943,0.0019547414129576822,0.0019578869130418624,0.0019547414129580864
196.0,0.0020346189680072774,0.0020346189671334755,0.00201808117455885,0.002034618967133782
197.0,0.001944742317102802,0.0019447423173255336,0.0019365876981885495,0.0019447423173259144
198.0,0.0022801067049818585,0.002280106706160952,0.0022848972412499503,0.002280106706161033
199.0,0.0018338115922706573,0.0018338115946737233,0.0018331109032306068,0.0018338115946740614
200.0,0.001847914650255235,0.001847914651706759,0.0018483846077852971,0.0018479146517072418
201.0,0.001794657817066789,0.001794657815608177,0.0017967552341948525,0.00179465781560864
202.0,0.0016719419024668843,0.0016719419039749569,0.0016764954539057004,0.0016719419039753784
203.0,0.0021031483380140824,0.0021031483382830327,0.0020856480780326835,0.0021031483382833067
204.0,0.0020920346752316896,0.002092034673222244,0.0020766191109458493,0.002092034673222545
205.0,0.0019443994325753743,0.0019443994327678425,0.0019393283323274049,0.001944399432768177
206.0,0.0018108289533741173,0.001810828953141106,0.001816166305298724,0.0018108289531415555
207.0,0.0020287325283099315,0.0020287325286462202,0.002020092732562826,0.0020287325286466335
208.0,0.0020007924325384173,0.0020007924296523445,0.0020141218376013522,0.0020007924296526346
209.0,0.001979117026731703,0.0019791170256795846,0.0019836722699596676,0.0019791170256797646
210.0,0.002122153001881886,0.0021221530020779328,0.0021165172562079134,0.0021221530020782164
211.0,0.001881464043746139,0.0018814640425538522,0.0018872027659959144,0.0018814640425541635
212.0,0.001829519403974511,0.0018295194051422409,0.0018333127995442543,0.0018295194051425436
213.0,0.002160239415194603,0.0021602394154102574,0.002162574788610258,0.0021602394154103277
214.0,0.002095269328530616,0.002095269328768616,0.002085047079027575,0.0020952693287689707
215.0,0.0020805128685054343,0.0020805128689767175,0.0020971056233365544,0.0020805128689769226
216.0,0.0018963666582848223,0.0018963666588759371,0.001897076715983431,0.0018963666588761683
217.0,0.0022237495686588684,0.0022237495666851464,0.002235979322819616,0.0022237495666852895
218.0,0.0022127963547815058,0.0022127963570375193,0.0022204907283000464,0.0022127963570376555
219.0,0.00200634422700603,0.0020063442245414342,0.002021925930667162,0.0020063442245416546
220.0,0.001995484562034379,0.001995484561804044,0.0019897652403666143,0.0019954845618042343
221.0,0.002057130015379305,0.002057130014587425,0.0020543932647647534,0.0020571300145874488
222.0,0.002231290225436514,0.002231290225847165,0.0022401419350350474,0.0022312902258471434
223.0,0.0022787478682888755,0.0022787478653816385,0.0022696622123484227,0.0022787478653817374
224.0,0.001900873376675928,0.00190087337625891,0.0019027201542181666,0.0019008733762591204
225.0,0.0020107138702067195,0.002010713871597872,0.0020037065489374502,0.0020107138715981187
226.0,0.001927063439386527,0.0019270634396388459,0.0019175628734491791,0.0019270634396390874
227.0,0.0018806060583817575,0.0018806060576306504,0.0018808367200199207,0.0018806060576308514
228.0,0.0019281060210252538,0.0019281060210370182,0.0019162198036261754,0.001928106021037274
229.0,0.002223153712858997,0.002223153713206002,0.0022426928161841555,0.0022231537132059915
230.0,0.0019534644660731217,0.001953464469241588,0.0019593386765282533,0.0019534644692417993
231.0,0.0020551054814347425,0.002055105482563773,0.0020564634819875416,0.0020551054825639153
232.0,0.0021101824677930018,0.0021101824701107307,0.0021056225257472636,0.002110182470110653
233.0,0.001995266852093959,0.0019952668531927832,0.001988080362825057,0.0019952668531929333
234.0,0.0018797874609906842,0.0018797874626281452,0.0018856226114147391,0.001879787462628343
235.0,0.0020682808547261237,0.0020682808552700245,0.0020757916465776916,0.0020682808552701156
236.0,0.0018658712991787203,0.0018658712991156663,0.0018452966259909654,0.0018658712991158537
237.0,0.0021129559920114098,0.0021129559893628995,0.002107507935269243,0.0021129559893630517
238.0,0.0017835062274152342,0.0017835062261290207,0.0017891849527037732,0.001783506226129322
239.0,0.002039950542751302,0.0020399505429748157,0.0020244801543489134,0.0020399505429748157
240.0,0.001843064466051775,0.0018430644664339517,0.0018374179082727127,0.0018430644664342367
241.0,0.0020171778778274477,0.0020171778762950484,0.0020262642836651914,0.002017177876295087
242.0,0.0018096595104011325,0.0018096595096562297,0.001799157561736357,0.0018096595096564457
243.0,0.0020037316432599335,0.0020037316418731665,0.0020080741866020176,0.0020037316418731613
244.0,0.002278880729783031,0.0022788807299679247,0.00225936883150571,0.0022788807299676875
245.0,0.0019891199382635156,0.001989119940612551,0.001971407729305723,0.001989119940612567
246.0,0.0022329991548759196,0.0022329991549235747,0.0022256211648962573,0.0022329991549234697
247.0,0.001759424593722503,0.001759424595055105,0.0017528150624940325,0.0017594245950553367
248.0,0.0019231249755057873,0.0019231249729594801,0.001916118106978022,0.001923124972959523
249.0,0.002051233563089596,0.002051233559668961,0.0020511700081697233,0.0020512335596689696
250.0,0.0022150465600621525,0.002215046559800521,0.0022142528563805636,0.0022150465598005232
251.0,0.0020786143844763274,0.002078614384296032,0.002087900265671149,0.002078614384295988
252.0,0.0020811078073301502,0.0020811078102273986,0.0020815000735133994,0.002081107810227449
253.0,0.0023724224968901474,0.002372422493639693,0.002375611715509804,0.0023724224936396364
254.0,0.001975968002457657,0.00197596800339542,0.0019811262110612272,0.0019759680033954647
255.0,0.0020489249527761376,0.0020489249520797823,0.0020573271337073463,0.002048924952079769
256.0,0.0017211646591674802,0.0017211646591271256,0.0017379632984731667,0.001721164659127383
257.0,0.0021108869435184103,0.0021108869447471258,0.0021175310907306276,0.0021108869447470538
258.0,0.0018402910334022386,0.001840291034308753,0.0018364836081787139,0.0018402910343087392
259.0,0.0020627937133059536,0.0020627937135907206,0.0020696146462894876,0.002062793713590765
260.0,0.0019495317096257614,0.001949531710001726,0.001960170377660503,0.001949531710001733
261.0,0.0018756510996638597,0.0018756510974385077,0.0018722671968068685,0.0018756510974385758
262.0,0.0017469382734250356,0.0017469382748766108,0.0017379420463141232,0.0017469382748766362
263.0,0.002023123797912716,0.0020231237990072327,0.002024204346222941,0.0020231237990071572
264.0,0.002050073605887789,0.0020500736052727593,0.0020526590787846607,0.0020500736052726557
265.0,0.0018288190457593763,0.0018288190440759406,0.0018336696628746354,0.0018288190440759967
266.0,0.0019231110883300743,0.0019231110865016966,0.0019253120560499535,0.0019231110865017922
267.0,0.0021921048374360774,0.0021921048373847994,0.002198056081840819,0.0021921048373845222
268.0,0.001929986756848392,0.001929986757450803,0.0019421836798818055,0.0019299867574508194
269.0,0.0021655720648440487,0.002165572066059838,0.002164364917041748,0.0021655720660595807
270.0,0.0019295940785062093,0.0019295940775865786,0.0019267481399715125,0.0019295940775865919
271.0,0.001917241502937099,0.0019172414991755116,0.001909089626454346,0.001917241499175606
272.0,0.0018072580607455722,0.0018072580625054693,0.0018118229353819974,0.0018072580625055608
273.0,0.0020843062228872817,0.0020843062229439135,0.0020825720855155274,0.0020843062229436928
274.0,0.002037399115379503,0.002037399114368193,0.0020265866481671427,0.0020373991143679757
275.0,0.002031550649057682,0.0020315506478512007,0.0020225087259697545,0.0020315506478511608
276.0,0.0018960803379517886,0.00189608034149485,0.0018888792325924678,0.0018960803414948006
277.0,0.00214558879745361,0.0021455887962533397,0.002129093125367604,0.0021455887962530183
278.0,0.00199906549752627,0.0019990654994485398,0.0019841525986078285,0.0019990654994485138
279.0,0.002074426164474763,0.0020744261633316623,0.0020652484746506313,0.0020744261633315257
280.0,0.0020302044335983364,0.0020302044349777273,0.002010150504889784,0.002030204434977565
281.0,0.0017376104501123472,0.0017376104513212975,0.0017585437028945021,0.0017376104513213964
282.0,0.0019465055994345767,0.0019465055987812933,0.0019455916000325796,0.0019465055987811838
283.0,0.001722884628150048,0.0017228846296183787,0.0017250011531100644,0.0017228846296184366
284.0,0.0021106338454946823,0.002110633848777505,0.0021165682438649756,0.0021106338487772392
285.0,0.002005920310155359,0.002005920309623171,0.002022311592413059,0.0020059203096228525
286.0,0.001732966206396566,0.0017329662058851913,0.0017468056248349747,0.0017329662058854708
287.0,0.002178479781452669,0.002178479782971321,0.002164716386515933,0.0021784797829709052
288.0,0.0019037990882089545,0.001903799089178951,0.0018998696795481307,0.0019037990891787435
289.0,0.0018329462351591962,0.0018329462370107567,0.001844225103976191,0.0018329462370106665
290.0,0.002182206995556979,0.0021822069966104247,0.0021795363528474727,0.0021822069966099685
291.0,0.002152646646171386,0.002152646644112453,0.0021728913739771324,0.002152646644112175
292.0,0.0020170579492026328,0.0020170579485754357,0.0020179036144081525,0.0020170579485752765
293.0,0.0019131767458570492,0.0019131767442328014,0.0019057726207693717,0.0019131767442326917
294.0,0.0018418745148713282,0.0018418745137430096,0.0018426082892627122,0.0018418745137429322
295.0,0.0020164908892934775,0.0020164908908006014,0.0020062062977292726,0.002016490890800316
296.0,0.0018292291149453576,0.0018292291152576664,0.0018482552191729216,0.0018292291152576412
297.0,0.0020876379327621148,0.002087637933686955,0.002095382576921742,0.0020876379336866573
298.0,0.002146728068125804,0.002146728067769023,0.0021338509359054426,0.0021467280677685023
299.0,0.0021343500008570303,0.0021343500012032594,0.0021240173898152024,0.0021343500012029485
300.0,0.0018210994956028334,0.001821099496675251,0.0018010812122142604,0.0018210994966751102
301.0,0.0018909375481895312,0.0018909375468653825,0.0018972325467798146,0.0018909375468651889
302.0,0.0021778659363663063,0.0021778659339297727,0.002175688869428237,0.0021778659339294023
303.0,0.002080255578772559,0.0020802555797586352,0.002073789487353978,0.0020802555797583213
304.0,0.0021068625778442414,0.0021068625818074084,0.0021248260173775276,0.0021068625818068476
305.0,0.0020096212569302675,0.0020096212543621863,0.002007668572598381,0.0020096212543618502
306.0,0.0017968823245553267,0.0017968823234698087,0.0018143037297766902,0.0017968823234697923
307.0,0.001988645744260573,0.001988645741833987,0.0020037439882308926,0.0019886457418336867
308.0,0.0020131698568317947,0.002013169856951676,0.0020193663751215383,0.0020131698569512387
309.0,0.0018109019424404618,0.001810901941717226,0.001823165363815796,0.001810901941717061
310.0,0.0016930002305365589,0.001693000231389705,0.0016887364615387362,0.0016930002313898388
311.0,0.001854013625457308,0.0018540136268917658,0.0018634418402530494,0.00185401362689155
312.0,0.0019942585014864392,0.0019942584996801662,0.0019886273740966315,0.0019942584996797096
313.0,0.0020016001940330727,0.002001600194415332,0.001980856849758385,0.0020016001944149486
314.0,0.0019437051777697785,0.001943705177920908,0.0019489395647848255,0.0019437051779206984
315.0,0.002007790825930394,0.0020077908269446752,0.002033376133235156,0.0020077908269444267
316.0,0.002047488970070876,0.0020474889723387326,0.002052980596496785,0.002047488972338316
317.0,0.0018397520265155546,0.0018397520266395626,0.0018417469747363047,0.0018397520266392976
318.0,0.0021355028169382476,0.0021355028184848928,0.002136155479564492,0.0021355028184843216
319.0,0.0020679765764051927,0.0020679765746613524,0.002063447032717873,0.0020679765746609772
320.0,0.0018626332125876168,0.0018626332124962667,0.0018602015668584431,0.001862633212496052
321.0,0.0021503681506307814,0.0021503681482697968,0.0021363099236490117,0.0021503681482691567
322.0,0.0021825936609300945,0.002182593660305797,0.002187751034513734,0.0021825936603054024
323.0,0.002096613658227222,0.002096613658497672,0.002103526158174872,0.0020966136584971494
